name,category,calories,protein,fat,carbs
"Bratwurst, veal, cooked",Snack,1430,14,31.7,0
Liverwurst spread,Snack,305,12.4,25.4,5.89
Roast beef spread,Lunch,931,15.3,16.3,3.73
"Salami, pork, beef, less sodium",Lunch,1660,15,30.5,15.4
"Sausage, summer, pork and beef, sticks, with cheddar cheese",Lunch,426,19.4,37.9,1.82
"Sausage, turkey, breakfast links, mild, raw",Snack,174,15.9,10.4,3.18
"Swisswurst, pork and beef, with swiss cheese, smoked",Lunch,307,12.7,27.4,1.6
Bacon and beef sticks,Lunch,2160,29.1,44.2,0.8
"Salami, Italian, pork",Snack,425,21.7,37,1.2
"Sausage, Italian, turkey, smoked",Snack,659,15,8.75,4.65
"Sausage, chicken, beef, pork, skinless, smoked",Lunch,904,13.6,14.3,8.1
"Sausage, turkey, hot, smoked",Snack,659,15,8.75,4.65
"Kielbasa, Polish, turkey and beef, smoked",Lunch,947,13.1,17.6,3.9
"Chicken breast, roll, oven-roasted",Lunch,562,14.6,7.65,1.79
"Bologna, pork and turkey, lite",Snack,881,13.1,16.1,3.45
"Bologna, pork, turkey and beef",Lunch,1410,11.6,29.2,6.66
"Ham, honey, smoked, cooked",Snack,511,17.9,2.37,7.27
"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free",Snack,398,20.9,0.69,1.31
"Turkey, white, rotisserie, deli cut",Snack,468,13.5,3,7.7
"Frankfurter, beef, heated",Lunch,1350,11.7,29.4,2.66
"Frankfurter, meat, heated",Snack,1160,9.77,24.3,4.9
"Sausage, breakfast sausage, beef, pre-cooked, unprepared",Lunch,1370,12.9,28.2,4.61
"Sausage, turkey, fresh, raw",Snack,648,18.8,8.08,0.47
"Sausage, beef, fresh, cooked",Lunch,1390,18.2,28,0.35
"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",Snack,1630,3.41,4.61,86.8
"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",Snack,374,9.14,4.1,79
"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",Snack,1730,3.92,7.63,83.6
"Cereals ready-to-eat, QUAKER, Oatmeal Squares",Breakfast,379,11.4,4.83,77.8
"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",Breakfast,379,11.2,4.88,78.1
"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",Breakfast,379,8.3,6.37,75.4
"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",Breakfast,1550,8.82,6.98,72.4
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",Snack,1520,17,7.97,62.9
"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",Snack,43,2.03,0.95,7.49
"Cereals ready-to-eat, Post, Waffle Crisp",Snack,1630,6.6,5,83
"Cereals, QUAKER, hominy grits, white, quick, dry",Snack,348,8.8,1.2,79.6
"Cereals, QUAKER, hominy grits, white, regular, dry",Snack,1510,8.8,1.6,79.2
"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",Snack,1680,3.64,5.28,81.6
"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",Snack,382,10.6,4.56,79.8
"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS",Snack,1590,4.55,1.45,88.9
"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS",Snack,382,4.21,1.61,89.9
"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran",Snack,839,17.6,5.16,59.5
"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",Breakfast,369,10.4,5.1,74.5
"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",Breakfast,384,8.69,7.59,73.7
"Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry",Breakfast,368,8.97,4.85,75.7
"Cereals ready-to-eat, UNCLE SAM CEREAL",Snack,346,16,11.6,65.8
"Cereals, QUAKER, Quick Oats with Iron, Dry",Snack,1550,13.7,6.87,68.2
"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",Snack,1390,11.8,2,74.8
"Cereals ready-to-eat, MALT-O-MEAL, Honey BUZZERS",Snack,379,3.45,1.72,89.7
"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",Snack,1550,5.77,0.89,89.7
"Cereals ready-to-eat, MOM'S BEST, Honey Nut TOASTY O'S",Snack,388,8.6,4.51,79.8
"Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS",Snack,1630,4.51,2.71,87.3
"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",Snack,425,3.32,12.1,78.3
"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",Snack,1660,4.15,3.43,87.9
"Cereals ready-to-eat, RALSTON Corn Flakes",Snack,384,5.9,0.91,88
"Cereals ready-to-eat, RALSTON Crispy Hexagons",Snack,379,5.94,0.95,86.8
Milk and cereal bar,Snack,413,6.47,11,72
"Cereals, MALT-O-MEAL, original, plain, prepared with water, without salt",Snack,48,1.67,0.09,10.1
"Cereals ready-to-eat, QUAKER, Christmas Crunch",Snack,1660,4.44,4.83,85.9
"Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch",Snack,413,8.5,8.7,77.4
"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",Snack,467,11.2,18.3,66.1
"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",Snack,355,11.6,1.41,71.8
"Incaparina, dry mix (corn and soy flours), unprepared",Snack,1590,21.8,5.58,60.5
"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch",Snack,1680,4.41,5.66,85.1
"Cereals ready-to-eat, QUAKER, Natural Granola Apple Cranberry Almond",Snack,1750,9.21,11.1,74.7
"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal",Snack,373,9.17,4.06,78.9
"Cereals, QUAKER, Instant Oatmeal Organic, Regular",Breakfast,1540,16,6.3,67
"Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar",Breakfast,376,10.2,7.46,71.6
"Cereals, QUAKER, Instant Oatmeal, Apple and Cinnamon, reduced sugar",Breakfast,358,10.3,5.64,72.2
"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",Snack,399,7,5.4,82
"Cereals ready-to-eat, MALT-O-MEAL, CHOCOLATE MARSHMALLOW MATEYS",Snack,1640,3.5,3.67,88.2
"Figs, dried, uncooked",Snack,249,3.3,0.93,63.9
"Figs, dried, stewed",Snack,107,1.42,0.4,27.6
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",Snack,32,0.42,0.05,8.51
"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",Snack,46,0.46,0.01,11.9
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",Snack,30,0.35,0.07,7.87
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",Snack,50,0.51,0.03,13
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",Snack,58,0.34,0.07,15.1
"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",Snack,88,0.33,0.06,22.8
"Grapefruit, raw, pink and red, all areas",Snack,176,0.77,0.14,10.7
"Grapefruit, raw, pink and red, California and Arizona",Snack,37,0.5,0.1,9.69
"Grapefruit, raw, pink and red, Florida",Snack,30,0.55,0.1,7.5
"Grapefruit, raw, white, all areas",Snack,138,0.69,0.1,8.41
"Grapefruit, raw, white, California",Snack,37,0.88,0.1,9.09
"Grapefruit juice, white, canned or bottled, unsweetened",Snack,37,0.55,0.66,7.54
"Grapefruit juice, white, canned, sweetened",Snack,46,0.58,0.09,11.1
"Grapefruit juice, white, frozen concentrate, unsweetened, undiluted",Snack,146,1.97,0.48,34.6
"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",Snack,172,0.55,0.13,9.73
"Grapes, american type (slip skin), raw",Snack,280,0.63,0.35,17.2
"Grapes, red or green (European type, such as Thompson seedless), raw",Snack,288,0.72,0.16,18.1
"Grapes, canned, thompson seedless, water pack, solids and liquids",Snack,167,0.5,0.11,10.3
"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",Snack,76,0.48,0.1,19.6
"Guava sauce, cooked",Snack,36,0.32,0.14,9.48
"Jackfruit, raw",Snack,95,1.72,0.64,23.2
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Lunch,195,29.3,8.54,0.3
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Lunch,848,29,9.48,0.36
"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Lunch,184,29.8,7.12,0.2
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",Lunch,625,22.5,6.48,0.23
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",Lunch,135,22.8,4.88,0
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Lunch,714,30.6,5.37,0
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Lunch,174,30.4,5.83,0
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",Lunch,512,23,3.35,0
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Lunch,133,22.7,4.66,0.04
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Lunch,579,22.5,5.29,0.18
"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",Lunch,125,22.9,3.72,0
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Lunch,784,19.5,11.4,1.75
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Lunch,169,20,9.39,1.15
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Lunch,831,28.8,9.2,0.17
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Lunch,208,28.4,10.3,0.51
"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Lunch,778,29.4,7.61,0
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Lunch,238,26.3,14.3,1.1
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Lunch,1040,25.5,16.1,0.4
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Lunch,191,19.9,12.4,0
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Lunch,834,19.7,13.4,0
"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",Lunch,228,27,12.9,1
"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Lunch,998,26.8,14.1,1.1
"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",Lunch,213,27.1,11.2,0.9
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Lunch,784,21.1,11.3,0.3
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Lunch,1150,25.7,19.2,0
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Lunch,247,26.9,15.4,0
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Lunch,1100,26.2,17.7,0
"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",Lunch,808,33.5,6.57,0
"Beef, New Zealand, imported, bolar blade, separable lean only, raw",Lunch,129,22.1,4.49,0
"Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised",Lunch,1110,29.4,16.4,0
"Beef, New Zealand, imported, brisket navel end, separable lean only, raw",Lunch,194,19.7,12.8,0
"Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted",Lunch,1000,30.1,13.2,0
"Beef, New Zealand, imported, cube roll, separable lean only, raw",Lunch,161,19.8,8.51,1.38
"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",Lunch,684,29.7,4.98,0
"Beef, New Zealand, imported, eye round, separable lean only, raw",Lunch,116,20.2,3.35,1.35
"Beef, New Zealand, imported, variety meats and by-products, heart, raw",Lunch,105,18.5,3.4,0
"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",Lunch,698,31.2,4.64,0
"Beef, New Zealand, imported, hind shin, separable lean only, raw",Lunch,114,21.5,3.12,0
"Beef, New Zealand, imported, inside, raw",Lunch,537,22.2,4.36,0.1
"Beef, New Zealand, imported, variety meats and by-products, kidney, raw",Lunch,87,15.7,2.64,0
"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",Lunch,629,23.3,4.68,3.78
"Beef, New Zealand, imported, variety meats and by-products, liver, raw",Lunch,133,20.5,4.05,3.6
"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",Lunch,528,24.2,3.26,0
"Beef, New Zealand, imported, ribs prepared, raw",Lunch,146,21.3,6.78,0
"Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried",Lunch,786,30.2,7.48,0
"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",Lunch,217,28.5,11.4,0
"Beef, New Zealand, imported, striploin, separable lean only, raw",Lunch,626,20.9,7,0.74
"Beef, New Zealand, imported, oyster blade, separable lean and fat, raw",Lunch,744,21.3,10.3,0
"Beef, New Zealand, imported, tenderloin, separable lean only, raw",Lunch,584,21.2,6.1,0
"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",Lunch,271,18.3,20.3,3.68
"Beef, New Zealand, imported, variety meats and by-products, tongue, raw",Lunch,1020,17.8,19.1,0
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",Lunch,453,20.1,41.3,0
"Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw",Lunch,1440,15.8,31.3,0
"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",Lunch,250,31.9,13.6,0
"Beef, New Zealand, imported, brisket point end, separable lean and fat, raw",Lunch,683,20,9.23,0
"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",Lunch,168,29.5,5.57,0
"Beef, New Zealand, imported, eye round, separable lean and fat, raw",Lunch,540,19.9,4.92,1.32
"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",Lunch,208,30.1,9.73,0
"Beef, New Zealand, imported, flank, separable lean and fat, raw",Lunch,672,20.1,8.9,0
"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",Lunch,252,31.9,13.8,0
"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",Lunch,802,30,7.96,0
"Beef, New Zealand, imported, rump centre, separable lean only, raw",Lunch,141,21.7,6.05,0
"Beef, New Zealand, imported, rump centre, separable lean and fat, raw",Lunch,607,21.6,6.5,0
"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",Lunch,301,24.9,22.3,0.02
"Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled",Lunch,193,26.2,8.94,0
"Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled",Lunch,760,25.6,8.01,0.06
"Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked",Lunch,192,27,8.43,0
"Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned",Lunch,875,28.9,9.51,0
"Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned",Lunch,175,29.5,5.46,0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw",Lunch,701,21,9.3,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",Lunch,587,22.2,5.38,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked",Lunch,194,29,8.15,0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw",Lunch,138,22.2,5.54,0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",Lunch,618,22.1,5.91,0
"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Lunch,158,22.2,7.07,0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Lunch,566,21.9,4.62,0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",Lunch,202,28.3,9.05,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",Lunch,523,22.3,3.32,0
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",Lunch,124,21.4,3.61,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",Lunch,858,34.6,6.35,0
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",Lunch,189,33.2,5.21,0
"Beef, variety meats and by-products, tripe, cooked, simmered",Lunch,94,11.7,4.05,1.99
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",Lunch,592,21.3,5.63,0
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Lunch,193,26.3,9.73,0
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",Lunch,645,21.2,7.06,0
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Lunch,179,27.2,6.95,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",Lunch,777,27.9,7.4,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",Lunch,178,28,6.48,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw",Lunch,592,21.6,5.47,0
"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw",Lunch,137,21.4,5,0
"Snacks, popcorn, microwave, low fat",Snack,424,12.6,9.5,72
"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",Snack,359,0.46,6.53,74.6
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar",Snack,1660,24.3,13.1,47.2
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR",Snack,422,18.5,13.2,57.3
"Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Bar",Snack,347,7.72,14.2,51.7
"Snacks, sweet potato chips, unsalted",Snack,532,2.94,32.4,56.8
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",Snack,491,7.95,21.1,67.3
"Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil",Snack,557,7.5,34,55.2
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",Snack,1730,25,12.5,50.5
"Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE",Snack,1680,20.8,12.2,52.5
"Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor",Snack,496,8.68,22.2,65.5
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor",Snack,2060,8.08,22.2,64.7
"Pretzels, soft, unsalted",Snack,345,8.2,3.1,71
"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",Snack,517,4.13,29.8,58
"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",Snack,1780,30,14,45
"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",Snack,390,16.7,7.69,63.4
"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",Snack,1790,18.6,15.7,53.3
"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",Breakfast,1630,6.67,6.67,75.5
"Snacks, vegetable chips, made from garden vegetables",Snack,1980,5.32,23.3,60.4
"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors",Snack,446,15,15,62.8
"Snacks, candy bits, yogurt covered with vitamin C",Snack,1740,0,7.5,86.9
"Snacks, CLIF BAR, mixed flavors",Snack,346,14.7,5.88,65.4
"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",Snack,408,4.17,8.33,79.2
"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",Snack,487,9.14,22.9,61.1
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",Snack,1770,5.71,11.4,74.3
"Snack, Mixed Berry Bar",Snack,1600,13.2,10.5,58.8
"Snacks, potato chips, made from dried potatoes (preformed), multigrain",Snack,505,5.3,24.7,65.3
"Snacks, potato chips, lightly salted",Snack,2340,6.72,35.4,53.5
"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",Snack,1630,3.52,6.67,78.6
"Soup, egg drop, Chinese restaurant",Snack,27,1.16,0.61,4.29
"Soup, hot and sour, Chinese restaurant",Snack,162,2.58,1.21,4.35
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",Snack,17,0,0,1.03
"Alcoholic beverage, whiskey sour, canned",Snack,119,0,0,13.4
"Beverages, Whiskey sour mix, bottled",Snack,364,0.1,0.1,21.4
"Alcoholic beverage, whiskey sour, prepared from item 14028",Snack,153,0.06,0.06,12.8
"Beverages, ABBOTT, EAS soy protein powder",Snack,1690,47.6,3.57,43.9
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",Snack,52,5.87,2.17,2.28
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",Snack,231,0,0,0
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",Snack,61,0,0,3.75
"Alcoholic beverage, distilled, rum, 80 proof",Snack,231,0,0,0
"Alcoholic beverage, distilled, vodka, 80 proof",Snack,967,0,0,0
"Alcoholic beverage, distilled, whiskey, 86 proof",Snack,1050,0,0,0.1
"Beverages, almond milk, chocolate, ready-to-drink",Snack,50,0.63,1.25,9.38
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",Snack,62,0.42,0,15
"Beverages, Energy Drink, sugar free",Snack,17,0.42,0,0.42
"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",Snack,105,3.8,2.53,16.9
"Beverages, chocolate powder, no sugar added",Snack,350,9.09,4.5,68.3
"Beverages, ZEVIA, cola",Snack,0,0,0,1.13
"Beverages, ZEVIA, cola, caffeine free",Snack,0,0,0,1.13
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",Snack,0,0,0,0
"Beverages, yellow green colored citrus soft drink with caffeine",Snack,49,0,0,12.8
"Beverages, V8 SPLASH Smoothies, Strawberry Banana",Snack,37,1.22,0,8.16
"Beverages, V8 SPLASH Smoothies, Tropical Colada",Snack,170,1.22,0,8.54
"Beverages, Coconut water, ready-to-drink, unsweetened",Snack,18,0.22,0,4.24
"Beverages, almond milk, unsweetened, shelf stable",Snack,15,0.4,0.96,1.31
"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",Snack,83,0.07,0,2.6
"Alcoholic Beverage, wine, table, red, Cabernet Franc",Snack,349,0.07,0,2.45
"Alcoholic Beverage, wine, table, red, Pinot Noir",Snack,82,0.07,0,2.31
"Alcoholic Beverage, wine, table, red, Syrah",Snack,348,0.07,0,2.58
"Alcoholic beverage, wine, table, white",Snack,82,0.07,0,2.6
"Alcoholic Beverage, wine, table, red, Lemberger",Snack,337,0.07,0,2.46
"Alcoholic Beverage, wine, table, red, Sangiovese",Snack,86,0.07,0,2.62
"Alcoholic Beverage, wine, table, red, Carignane",Snack,311,0.07,0,2.4
"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",Snack,83,0.07,0,2.06
"Beverages, carbonated, club soda",Snack,0,0,0,0
"Alcoholic beverage, wine, table, white, Gewurztraminer",Snack,337,0.07,0,2.6
"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",Snack,108,0.07,0,11.4
"Alcoholic beverage, wine, table, white, Semillon",Snack,82,0.07,0,3.12
"Beverages, carbonated, ginger ale",Snack,34,0,0,8.76
"Beverages, NESTEA, tea, black, ready-to-drink, lemon",Snack,36,0,0,9.09
"Alcoholic beverage, wine, table, white, Pinot Blanc",Snack,81,0.07,0,1.94
"Alcoholic beverage, wine, table, white, Muscat",Snack,342,0.07,0,5.23
"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",Snack,4,0.12,0,0.12
"Beverages, carbonated, cola, without caffeine",Snack,41,0,0,10.6
"Beverages, carbonated, cola, regular",Snack,176,0,0.25,10.4
"Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",Snack,20,0,0,5.16
"Beverages, carbonated, orange",Snack,48,0,0,12.3
"Beverages, tea, black, ready-to-drink, peach, diet",Snack,1,0,0,0.25
"Beverages, OCEAN SPRAY, Ruby Red cranberry",Snack,45,0.07,0.01,11.6
"Beverages, MOTTS, Apple juice light, fortified with vitamin C",Snack,92,0,0.1,5.1
"Beverages, Lemonade, powder",Snack,376,0,1.05,97.6
"Lemonade, powder, prepared with water",Snack,14,0,0.04,3.59
"Beverages, lemonade-flavor drink, powder",Snack,1590,0,1.01,97.9
"Beverages, lemonade-flavor drink, powder, prepared with water",Snack,112,0,0.07,6.9
"Limeade, frozen concentrate, prepared with water",Snack,52,0,0,13.8
"Malt beverage, includes non-alcoholic beer",Snack,37,0.21,0.12,8.05
"Beverages, OVALTINE, Classic Malt powder",Snack,372,0,0,93.3
"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",Snack,365,3.29,3.26,11.2
"Beverages, malted drink mix, chocolate, powder",Snack,411,5.1,4.76,86.9
"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",Snack,85,3.37,3.29,11.2
"Beverages, orange drink, canned, with added vitamin C",Snack,204,0,0.07,12.3
"Strawberry-flavor beverage mix, powder",Snack,1630,0.1,0.2,99.1
"Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk",Snack,88,3,3.1,12.3
"Beverages, tea, black, brewed, prepared with tap water, decaffeinated",Snack,4,0,0,0.3
"Beverages, tea, instant, decaffeinated, unsweetened",Snack,315,20.2,0,58.7
"Beverages, tea, instant, unsweetened, prepared with water",Snack,1,0.06,0,0.17
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised",Snack,322,26.8,23.9,0.05
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw",Snack,1150,17,22.8,0.23
"Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted",Snack,294,20.9,23.4,0.03
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, raw",Snack,504,20.9,4.09,0
"Lamb, New Zealand, imported, tenderloin, separable lean and fat, raw",Snack,120,20.4,4.22,0.01
